"","date","city","house","agri","industry","Total"
"297",2017-02-01,"桃園市",342009691.375,2220842.15178571,1380758134.1875,2018947410.71429
"298",2017-02-01,"高雄市",324651426.686938,18069284.2987837,1267629790.80698,1985635637.22898
"299",2017-02-01,"基隆市",53990941.3529068,10485.7139935729,14963113.8688285,104857139.935729
"300",2017-02-01,"連江縣",2470111.55112117,19183.1413289447,410744.90845505,5642100.39086608
"301",2017-02-01,"雲林縣",89520064.8261818,27955525.4705455,218809496.430545,389895752.727273
"302",2017-02-01,"新北市",553650429.011264,1478192.89299124,359066491.824781,1343811720.90113
"303",2017-02-01,"新竹市",61284717.9522184,567451.092150171,564259179.756826,709313865.187713
"304",2017-02-01,"新竹縣",82792818.2026612,1359487.98362334,529112723.226203,679743991.811668
"305",2017-02-01,"嘉義市",36104128.1069878,490137.057725694,6031847.98459201,79054364.1493056
"306",2017-02-01,"嘉義縣",59453568.5100286,18024132.2636103,69731792.6934097,186199713.467049
"307",2017-02-01,"彰化縣",162738167.867994,29850483.3053955,420406933.658984,757626479.832373
"308",2017-02-01,"澎湖縣",11474132.9149964,359602.743057233,3111456.35836754,25503740.6423569
"309",2017-03-01,"台中市",393604639.856663,11827852.282838,1328004970.20086,2190343015.34036
"310",2017-03-01,"台北市",370518513.554358,1535600.70744849,32686357.9156894,1096857648.1775
"311",2017-03-01,"台東縣",26924465.0821465,2185533.26932859,10477511.7329603,65239799.0844354
"312",2017-03-01,"台南市",255355747.744186,25222894.2669767,1579661923.59628,2084536716.27907
"313",2017-03-01,"宜蘭縣",62385422.8136531,4299810.95249077,132581744.813192,254426683.579336
"314",2017-03-01,"花蓮縣",43328309.1282895,2227243.53618421,90418601.0361842,187163322.368421
"315",2017-03-01,"金門縣",9200620.08505099,216411.022781514,1909879.80299414,21010778.9108266
"316",2017-03-01,"南投縣",58162573.8453139,7977305.12101911,98534491.0318471,211039818.016379
"317",2017-03-01,"屏東縣",115246284.490582,54470665.4049658,94333132.1181507,344532988.013699
"318",2017-03-01,"苗栗縣",73193575.228013,1831316.24864278,461314470.504886,590747176.981542
"319",2017-03-01,"桃園市",299542434.562189,2197670.09950249,1586937578.85075,2197670099.50249
"320",2017-03-01,"高雄市",404025191.28125,18178861.25,1442947111.71875,2272357656.25
"321",2017-03-01,"基隆市",46654624.4250273,10074.4168484188,17136583.0591603,100744168.484188
"322",2017-03-01,"連江縣",2190572.70693512,16072.841163311,428781.92393736,5184787.47203579
"323",2017-03-01,"雲林縣",96736547.5145349,28291279.6656977,242972166.540698,426716133.72093
"324",2017-03-01,"新北市",563521831.734516,1452001.62776222,420499671.399938,1452001627.76222
"325",2017-03-01,"新竹市",69084247.8269896,633074.435986159,630067332.415225,791343044.982699
"326",2017-03-01,"新竹縣",76076548.2298851,1255632.34942529,597016251.788506,738607264.367816
"327",2017-03-01,"嘉義市",35921290.9730464,461057.1383201,6545364.73150857,82331631.842875
"328",2017-03-01,"嘉義縣",66581711.6533398,17289401.4475865,79935146.8595807,206071530.960507
"329",2017-03-01,"彰化縣",166558328.377687,29700370.6124346,502290642.772225,843760528.762347
"330",2017-03-01,"澎湖縣",13015299.3993559,348808.841499885,3343244.06556246,29560071.3135496
"331",2017-04-01,"台中市",393987650.540765,12504062.4058038,1310952226.96638,2193695158.91294
"332",2017-04-01,"台北市",356856077.931507,1424793.92294521,33756656.0205479,1095995325.34247
"333",2017-04-01,"台東縣",29535071.8824885,2271392.64772145,10653249.5655402,69674621.0957501
"334",2017-04-01,"台南市",256908756.261306,29025748.9045226,1526836734.92797,2058563752.0938
"335",2017-04-01,"宜蘭縣",62669898.1351724,5115395.78666667,129396834.308046,251989940.229885
"336",2017-04-01,"花蓮縣",48482094.9248826,2252779.88912965,86135701.6431925,189309234.380643
"337",2017-04-01,"金門縣",7936620.11392405,248640.981012658,2279540.51392405,19891278.4810127
"338",2017-04-01,"南投縣",69675208.7228707,9065796.01988759,92506758.8958063,222746830.955469
"339",2017-04-01,"屏東縣",105270368.790414,59881686.943948,91902702.9122664,341011884.646629
"340",2017-04-01,"苗栗縣",63739300.1087645,2026226.6156283,458390352.644139,578921890.179514
"341",2017-04-01,"桃園市",352862822.09825,2213693.99057873,1529662547.48991,2213693990.57873
"342",2017-04-01,"高雄市",321951834.263692,19835895.0020284,1408130568.27586,2179768681.54158
"343",2017-04-01,"基隆市",54023230.176949,11040.9217610768,17003019.5120583,110409217.610768
"344",2017-04-01,"連江縣",1819742.53508282,18153.2687511632,432244.047831751,4906288.85166574
"345",2017-04-01,"雲林縣",95482859.875,31363291.2852012,236512141.414512,422116975.574713
"346",2017-04-01,"新北市",562036051.526861,1759111.27238454,435526632.521206,1465926060.32045
"347",2017-04-01,"新竹市",62807211.5324036,704819.082034454,624234766.988515,783132313.371616
"348",2017-04-01,"新竹縣",85441753.0188679,1431563.76310273,594777070.838574,753454612.159329
"349",2017-04-01,"嘉義市",35667793.2690334,510137.254258157,6698687.55181613,83629058.0751077
"350",2017-04-01,"嘉義縣",61080182.935514,19657989.9102804,81564138.8084112,206491490.654206
"351",2017-04-01,"彰化縣",165447345.181102,33850907.5433071,470602103.401575,827650551.181102
"352",2017-04-01,"澎湖縣",11374838.7572448,425692.629068212,3441476.1246099,27642378.5109229
"353",2017-05-01,"台中市",416608384.095861,13569530.2248366,1404327347.3037,2380619337.69063
"354",2017-05-01,"台北市",386780353.788136,1625127.53692494,35502786.1912833,1250098105.32688
"355",2017-05-01,"台東縣",27822638.2229044,2409722.20023613,10990335.3761511,71505109.7992916
"356",2017-05-01,"台南市",275830649.447155,31284306.8861789,1624801149.89837,2203120203.25203
"357",2017-05-01,"宜蘭縣",61661471.1019108,5619395.14968153,122259813.39172,253125907.643312
"358",2017-05-01,"花蓮縣",44602087.4894189,2477893.74941216,93260726.8427948,199830141.081626
"359",2017-05-01,"金門縣",9050254.41065257,244209.376295995,2993378.29558853,24179146.1679203
"360",2017-05-01,"南投縣",59233439.8917785,9346887.96518456,98131378.800755,218896673.657718
"361",2017-05-01,"屏東縣",128505111.524537,60941759.0004023,99824372.1339501,384976367.65889
"362",2017-05-01,"苗栗縣",74938769.5106977,2112604.30883721,446698444.413023,586834530.232558
"363",2017-05-01,"桃園市",300699507.465452,2534631.86369347,1634146288.84673,2304210785.17588
"364",2017-05-01,"高雄市",457023626.415792,19786661.7561219,1453354436.06247,2413007531.23438
"365",2017-05-01,"基隆市",46286660.6465242,10870.5168263326,18153763.0999754,108705168.263326
"366",2017-05-01,"連江縣",2189012.1863354,16616.9953416149,479677.26552795,5538998.44720497
"367",2017-05-01,"雲林縣",104440266.375839,33329069.6214765,252906121.962416,459078093.959732
"368",2017-05-01,"新北市",583156721.431265,1764710.84889791,466204520.62703,1604282589.90719
"369",2017-05-01,"新竹市",71865616.722135,760035.899529042,664271376.188383,844484332.810047
"370",2017-05-01,"新竹縣",77105288.3564568,1578409.17822839,636493501.120598,789204589.114194
"371",2017-05-01,"嘉義市",38663351.1210692,536468.114386792,7030555.81485849,94117213.0503145
"372",2017-05-01,"嘉義縣",70018652.5608138,20825271.3489606,79342744.4847413,219907828.394516
"373",2017-05-01,"彰化縣",171621686.430541,35607983.0965005,506160885.645811,879209459.172853
"374",2017-05-01,"澎湖縣",13469035.7662497,424761.046545007,3658425.78798442,34254923.1084683
"375",2017-06-01,"台中市",445756465.040227,14162429.4223874,1391758742.22038,2400411766.50634
"376",2017-06-01,"台北市",393986204.81188,1807868.52421053,36803037.8142857,1291334660.15038
"377",2017-06-01,"台東縣",31578582.4186818,2526595.6571835,10569978.1621622,77265922.2380275
"378",2017-06-01,"台南市",309019222.026398,33834221.3897516,1622238134.90062,2255614759.31677
"379",2017-06-01,"宜蘭縣",63803588.8476562,6180190.76289062,116172573.733203,250210152.34375
"380",2017-06-01,"花蓮縣",50731432.4369211,2584542.29319706,81197703.7112744,195798658.575535
"381",2017-06-01,"金門縣",7957388.05869693,225428.341616122,3179236.81784387,23240035.2181569
"382",2017-06-01,"南投縣",73654528.3525721,9413946.89084065,99638942.9849435,240151706.398996
"383",2017-06-01,"屏東縣",126355101.146341,61062659.9575138,99399858.9358773,384525566.483084
"384",2017-06-01,"苗栗縣",68780345.625,2283165,435742040.25,570791250
"385",2017-06-01,"桃園市",354314618.756757,2403762.67813268,1655711732.69779,2403762678.13268
"386",2017-06-01,"高雄市",402450884.369748,19700392.9411765,1420773576.63866,2345284873.94958
"387",2017-06-01,"基隆市",53845208.9003577,11981.5774144098,19074671.2437404,119815774.144098
"388",2017-06-01,"連江縣",1749625.53047484,17079.9319631467,558300.276045358,5337478.73848335
"389",2017-06-01,"雲林縣",106893266.395904,35816185.3638225,252286618.350853,462741412.969283
"390",2017-06-01,"新北市",599733793.978836,1783956.66137566,468694068.306878,1621778783.06878
"391",2017-06-01,"新竹市",68952796.4257871,760508.784107946,662572152.910045,845009760.11994
"392",2017-06-01,"新竹縣",89562429.6168959,1666277.76031434,657096634.779961,833138880.157171
"393",2017-06-01,"嘉義市",41322911.3276905,547582.355501814,7402140.05562273,97782563.4824668
"394",2017-06-01,"嘉義縣",68867060.414279,21896071.912635,95982131.0493189,237227214.654767
"395",2017-06-01,"彰化縣",180621842.43047,39131713.1042945,508984018.363497,905826692.229039
"396",2017-06-01,"澎湖縣",12836870.8932608,440512.854750942,3762306.08539138,32630581.8334031
"397",2017-07-01,"台中市",531124594.013378,15462142.4749164,1413755226.95652,2577023745.8194
"398",2017-07-01,"台北市",513668842.684268,1830717.58604432,39360428.0999529,1525597988.37027
"399",2017-07-01,"台東縣",33569909.0707657,2925317.91902552,11189969.6902552,83819997.6798144
"400",2017-07-01,"台南市",362531659.036364,38682623.3454546,1659107150.07273,2358696545.45455
"401",2017-07-01,"宜蘭縣",76285400.2695167,7631408.97769517,125803490.10223,286895074.349442
"402",2017-07-01,"花蓮縣",54503258.6795563,3163719.97939778,91682423.1270998,218187584.786054
"403",2017-07-01,"金門縣",10902063.7934739,265328.756466375,3499391.48806208,29480972.9407083
"404",2017-07-01,"南投縣",65442653.8872892,9938282.68202386,102008033.566434,234393459.481695
"405",2017-07-01,"屏東縣",161467575.966874,66184436.8869565,99859492.8372671,431731486.542443
"406",2017-07-01,"苗栗縣",98157792.7346251,3073193.26032013,440450058.069082,614638652.064027
"407",2017-07-01,"桃園市",357376779.298656,3248879.81180596,1710910091.66335,2499138316.77382
"408",2017-07-01,"高雄市",618805635.034757,21763079.5372393,1453406624.99901,2622057775.571
"409",2017-07-01,"基隆市",57393143.5945946,13035.0087655223,19422163.0606282,130350087.655223
"410",2017-07-01,"連江縣",2518832.39085239,23571.9608769609,629034.613116613,6734845.96484596
"411",2017-07-01,"雲林縣",121942568.359242,39149456.8360549,261811992.591117,499355316.786414
"412",2017-07-01,"新北市",761591600.708065,1910187.10987726,492828274.348334,1910187109.87726
"413",2017-07-01,"新竹市",95606636.0824742,821049.355670103,691962151.417526,912277061.85567
"414",2017-07-01,"新竹縣",95726285.1004016,2008854.52309237,688775076.917671,873415010.040161
"415",2017-07-01,"嘉義市",49654110.4529167,567920.97625,7683636.7375,111357054.166667
"416",2017-07-01,"嘉義縣",84489867.8467187,23555196.6929784,83656489.3997246,245111307.939422
"417",2017-07-01,"彰化縣",208396192.511616,44469480.4104285,528305177.947857,968833995.869902
"418",2017-07-01,"澎湖縣",18102548.0664537,548043.082428115,4058944.07923323,42815865.8146965
"419",2017-08-01,"台中市",578903836.319365,15394966.7613586,1458274954.94663,2654304614.02735
"420",2017-08-01,"台北市",593036801.466667,1929097.75483871,40832569.144086,1607581462.36559
"421",2017-08-01,"台東縣",42347466.5390177,2822547.48566442,10253713.4889055,92542540.5135876
"422",2017-08-01,"台南市",390508180.815789,38640265.2631579,1683025053.86842,2415016578.94737
"423",2017-08-01,"宜蘭縣",93031357.1022681,7570478.1571134,139309468.347217,316756408.247423
"424",2017-08-01,"花蓮縣",69989749.552126,3341110.17700787,74719373.0494488,216955206.299213
"425",2017-08-01,"金門縣",11304203.9533404,304742.019088017,3585031.11134677,28749247.0837752
"426",2017-08-01,"南投縣",85902522.8200168,10441190.6190076,104622839.333894,263666429.772918
"427",2017-08-01,"屏東縣",151997389.760033,63884773.9677286,100372487.558957,417002441.042615
"428",2017-08-01,"苗栗縣",98018646.5506727,2793277.49237668,463239678.678924,634835793.721973
"429",2017-08-01,"桃園市",509711191.5179,3250018.22434367,1741468098.54415,2708348520.2864
"430",2017-08-01,"高雄市",512247325.5,21544296.2234043,1476924871.69149,2534623085.10638
"431",2017-08-01,"基隆市",81313856.0330579,15577.3670561414,19798833.5283557,155773670.561414
"432",2017-08-01,"連江縣",2387188.98220385,22546.4328599676,622418.191982743,6832252.38180838
"433",2017-08-01,"雲林縣",123933055.576923,38408172.7884615,267749765.480769,503383653.846154
"434",2017-08-01,"新北市",896698895.585842,2048660.94490711,510321441.376361,2048660944.90711
"435",2017-08-01,"新竹市",100821262.32106,925815.081001473,698434897.107511,925815081.001473
"436",2017-08-01,"新竹縣",129008929.088152,2125505.27867299,695502292.490995,924132729.85782
"437",2017-08-01,"嘉義市",52228346.4545259,575674.44762931,7698234.77025862,112877342.672414
"438",2017-08-01,"嘉義縣",80781064.875,23250728.4375,86867643,243463125
"439",2017-08-01,"彰化縣",234558497.84,45260309.8830769,540779152.994872,1019376348.71795
"440",2017-08-01,"澎湖縣",17195849.0319294,533114.124773551,4000301.60778986,38913439.7644928
"441",2017-09-01,"台中市",622613965.378788,15758997.8367003,1398277180.93434,2671016582.49158
"442",2017-09-01,"台北市",664367933.656015,1871458.96804511,39470770.962406,1701326334.58647
"443",2017-09-01,"台東縣",37909865.781295,2740892.89784173,10230339.0964029,87289582.733813
"444",2017-09-01,"台南市",391525368.527059,39057851.1529412,1634748606.43765,2367142494.11765
"445",2017-09-01,"宜蘭縣",98053015.2,7525149.05849802,135646463.715415,322967770.750988
"446",2017-09-01,"花蓮縣",65784419.6734039,3258244.71350658,88867477.2916266,229453853.063843
"447",2017-09-01,"金門縣",13776768.2722804,303656.607822184,3482149.14404787,33006153.0241505
"448",2017-09-01,"南投縣",72039755.7635468,10629216.0788177,101733299.763547,243789359.605911
"449",2017-09-01,"屏東縣",166524157.840232,62625582.4246689,99992613.9337748,433995720.198675
"450",2017-09-01,"苗栗縣",121983775.211538,2680243.72115385,454268624.836538,653717980.769231
"451",2017-09-01,"桃園市",451227250.284071,3126285.79873491,1697573188.71305,2605238165.61242
"452",2017-09-01,"高雄市",660213015.941584,21577308.6118812,1418050196.45644,2631379099.0099
"453",2017-09-01,"基隆市",76024348.3644578,15045.3885542169,19468732.7891566,150453885.542169
"454",2017-09-01,"連江縣",2954001.91577722,24105.3568794877,562458.327188046,7304653.59984475
"455",2017-09-01,"雲林縣",135325451.705692,38289958.8001294,260885679.019405,513959178.525226
"456",2017-09-01,"新北市",998312236.387512,1973382.41324129,493345603.310323,2192647125.82366
"457",2017-09-01,"新竹市",119145190.007994,830601.634447674,675925152.299419,922890704.94186
"458",2017-09-01,"新竹縣",121084697.1917,2056830.15909091,680542500.464427,894273982.213439
"459",2017-09-01,"嘉義市",54846019.1574769,603223.41536151,7699969.4784381,118279101.051277
"460",2017-09-01,"嘉義縣",92967132.5060353,23510104.9767874,84023070.8300835,255544619.312906
"461",2017-09-01,"彰化縣",244761005.855222,45546304.918304,522472546.463289,1007661613.23681
"462",2017-09-01,"澎湖縣",20525610.5954198,534708.332061069,3859785.35496183,44933473.2824427
"463",2017-10-01,"台中市",628792869.742958,15963330.1698944,1446169487.42518,2705649181.33803
"464",2017-10-01,"台北市",618143449.713524,1729732.37009635,38683105.7312457,1572483972.81487
"465",2017-10-01,"台東縣",42296021.1146871,2779036.28607918,10378105.9994891,91115943.8058748
"466",2017-10-01,"台南市",417419635.285054,42170819.3181818,1613927288.48228,2382532164.86903
"467",2017-10-01,"宜蘭縣",96422758.2662174,7445772.83909014,132720900.856782,310240534.962089
"468",2017-10-01,"花蓮縣",72370849.7743151,3138590.19280822,86689235.690411,229094174.657534
"469",2017-10-01,"金門縣",12185703.2363961,355226.890053524,3134522.07783229,28418151.2042819
"470",2017-10-01,"南投縣",94017388.749471,11836237.7824799,99585800.6153195,269005404.14727
"471",2017-10-01,"屏東縣",153890295.45064,68428560.3775299,98014719.8983891,422659421.726559
"472",2017-10-01,"苗栗縣",104202944.179372,2833312.68161435,452322628.993722,629625040.358744
"473",2017-10-01,"桃園市",534893085.834231,3176010.40574506,1666346792.88091,2646675338.12089
"474",2017-10-01,"高雄市",529420569.718182,23659833.2454545,1459277456.94545,2544068090.90909
"475",2017-10-01,"基隆市",84605427.1279001,15586.8509815586,18844502.8367043,155868509.815586
"476",2017-10-01,"連江縣",2438436.86763891,23623.1774044674,545301.67841979,6561993.72346317
"477",2017-10-01,"雲林縣",135149671.134021,41002774.2268041,263456972.164948,514463917.525773
"478",2017-10-01,"新北市",942272825.955484,2062317.41290323,478663871.534839,2062317412.90323
"479",2017-10-01,"新竹市",105773097.497436,895623.179487179,666612332.492308,895623179.487179
"480",2017-10-01,"新竹縣",136117724.337699,2082972.494855,670626579.321796,905640215.15435
"481",2017-10-01,"嘉義市",57167952.1826945,661857.622954495,7635000.43622506,118188861.241874
"482",2017-10-01,"嘉義縣",88483068.8853503,25883150.0955414,88994088.6305733,255509872.611465
"483",2017-10-01,"彰化縣",252942238.023374,48043757.0813008,516572176.244919,1017876209.34959
"484",2017-10-01,"澎湖縣",17550449.8229044,508488.708382527,3817460.00472255,37946918.5360094
"485",2017-11-01,"台中市",574512934.713523,13918213.7615658,1409605760.40747,2577446992.88256
"486",2017-11-01,"台北市",525115711.437292,1543220.09773182,35073184.0393596,1402927361.57438
"487",2017-11-01,"台東縣",34628218.05625,2505625.45625,10283339.80625,79041812.5
"488",2017-11-01,"台南市",373143945.914495,36132288.8452769,1547220294.56596,2230388200.32573
"489",2017-11-01,"宜蘭縣",80153799.2047904,5764865.2263473,121782777.906587,277156982.035928
"490",2017-11-01,"花蓮縣",57323068.9510724,2584749.29088472,86318119.4641421,208447523.458445
"491",2017-11-01,"金門縣",12039420.5292938,297978.391846736,2728279.22076186,27337467.1419024
"492",2017-11-01,"南投縣",72192255.491023,9999055.58580376,93833729.9649269,231459620.041754
"493",2017-11-01,"屏東縣",161774209.910977,62631772.8958513,98890059.1525497,420629770.959378
"494",2017-11-01,"苗栗縣",103952504.609589,2442916.00195695,470775628.482387,642872632.093933
"495",2017-11-01,"桃園市",374119724.503311,2361866.94762191,1592843069.47622,2361866947.62191
"496",2017-11-01,"高雄市",622319688.653136,21130523.5898788,1444606283.47391,2576893120.71692
"497",2017-11-01,"基隆市",60098184.8607796,12353.1726332538,16837374.2991249,123531726.332538
"498",2017-11-01,"連江縣",2408119.78250401,14953.6934189406,461839.069823435,5751420.54574639
"499",2017-11-01,"雲林縣",130771127.355731,33978385.5349144,242846933.674572,480599512.516469
"500",2017-11-01,"新北市",794290851.728132,1670237.77232551,450964198.527888,1855819747.02835
"501",2017-11-01,"新竹市",98047250.5503817,670982.039694657,630136008.028244,838727549.618321
"502",2017-11-01,"新竹縣",102475771.274611,1626599.54404145,630713973.202073,813299772.020725
"503",2017-11-01,"嘉義市",51693325.515625,521605.975352113,7074281.04071303,108667911.53169
"504",2017-11-01,"嘉義縣",90078510.2329659,21304875.8642285,88060153.5721443,249179834.669339
"505",2017-11-01,"彰化縣",227047603.383001,37777987.5194124,503453381.414481,949195666.316894
"506",2017-11-01,"澎湖縣",18005394.3546116,420062.222482985,3490335.1940859,38187474.7711805
"507",2017-12-01,"台中市",437031179.000466,12613406.5558659,1384438160.30773,2335816028.86406
"508",2017-12-01,"台北市",381743757.656502,1366216.84815927,34838529.6280613,1138514040.13272
"509",2017-12-01,"台東縣",32063809.8892045,2503723.19034091,10433403.6758781,73422967.4586777
"510",2017-12-01,"台南市",289018667.879074,31925251.5360206,1546789008.19554,2114255068.61063
"511",2017-12-01,"宜蘭縣",65503724.6637285,4833937.06081975,129508153.340679,258499308.065227
"512",2017-12-01,"花蓮縣",50204544.9452954,2641299.23960613,91293628.6050328,198593927.789934
"513",2017-12-01,"金門縣",8112318.8165529,239986.153156997,2096928.19069966,19670996.1604096
"514",2017-12-01,"南投縣",75874434.9134948,9226705.97404844,94936715.783737,234180354.67128
"515",2017-12-01,"屏東縣",118612382.926829,61283064.5121951,94027270.8292683,359431463.414634
"516",2017-12-01,"苗栗縣",68059652.3119919,2164239.9898374,443270522.129065,569536839.430894
"517",2017-12-01,"桃園市",362286344.359573,2539929.75650434,1598077622.2515,2309027051.36758
"518",2017-12-01,"高雄市",377026958.485179,20373648.6370255,1451336318.63755,2289174004.16017
"519",2017-12-01,"基隆市",57481056.1045861,11519.2497203579,16518604.0989933,115192497.203579
"520",2017-12-01,"連江縣",1676160.14777618,14433.0667144907,438284.1258967,4811022.23816356
"521",2017-12-01,"雲林縣",96917924.8616263,29837751.7318117,249918554.887304,438146134.094151
"522",2017-12-01,"新北市",597686288.464802,1699289.00830003,443050988.709499,1544808189.36366
"523",2017-12-01,"新竹市",65764506.2124183,629325.418300654,623976152.245098,786656772.875817
"524",2017-12-01,"新竹縣",91071503.2377049,1415619.22131148,617209980.491803,786455122.95082
"525",2017-12-01,"嘉義市",39869584.7445255,493740.987548304,6736037.75869472,88168033.4907686
"526",2017-12-01,"嘉義縣",63464197.3643332,18999676.5498212,94404642.8569239,219903663.771078
"527",2017-12-01,"彰化縣",178231147.415644,33522549.6370143,494238218.732106,877553655.419223
"528",2017-12-01,"澎湖縣",12586027.2299668,381222.343764817,3479365.12256994,28449428.6391655
"529",2018-01-01,"台中市",405841632.443645,12376068.1930456,1527160112.8777,2335107206.23501
"530",2018-01-01,"台北市",367625387.350987,559041.039159044,53220706.9279409,1118082078.31809
"531",2018-01-01,"台東縣",27750865.9551314,1677068.74913237,9963373.00173525,66026328.705999
"532",2018-01-01,"台南市",259222871.240529,25881205.8449339,1535823619.86167,2054063955.94714
"533",2018-01-01,"宜蘭縣",64272459.7905759,4158496.57940663,134440509.668412,263195986.038394
"534",2018-01-01,"花蓮縣",43862710.9141869,1467735.50034602,88459289.5785467,188171217.99308
"535",2018-01-01,"金門縣",9317341.9705618,197879.151235955,2291568.2352809,21277328.0898876
"536",2018-01-01,"南投縣",59242359.231794,7083556.77708703,98489092.7264654,212719422.735346
"537",2018-01-01,"屏東縣",120362275.904919,57967821.1451013,88040824.1149235,351320128.152129
"538",2018-01-01,"苗栗縣",73737943.7058212,1988438.93139293,423482257.971934,552344147.609148
"539",2018-01-01,"桃園市",301450377.220641,2905007.34163701,1616301392.46619,2234621032.02847
"540",2018-01-01,"高雄市",425625389.117543,18901127.4772593,1493889112.4619,2333472528.0567
"541",2018-01-01,"基隆市",47170591.6943486,10218.9323427965,16493356.8012735,102189323.427965
"542",2018-01-01,"連江縣",2268863.88595006,2163.39822259839,581413.272323318,5408495.55649598
"543",2018-01-01,"雲林縣",90069807.7679181,25345422.7713311,247543130.791809,425258771.331058
"544",2018-01-01,"新北市",567349585.482654,2299444.41562816,508177215.853823,1532962943.7521
"545",2018-01-01,"新竹市",70440501.0745856,703623.20718232,625833752.610497,781803563.535912
"546",2018-01-01,"新竹縣",77550033.6182432,1377986.77702703,618639508.064189,765548209.459459
"547",2018-01-01,"嘉義市",36165477.0615612,483846.518510683,6601634.70171356,82007884.4933362
"548",2018-01-01,"嘉義縣",64511043.0943396,16379914.6318336,79115794.5641026,201723086.598936
"549",2018-01-01,"彰化縣",165496248.483984,30005226.3558532,508558836.50728,850006412.347117
"550",2018-01-01,"澎湖縣",13294987.1726053,288098.490282277,3636106.20893105,30326156.8718186
"551",2018-02-01,"台中市",400335205.12939,10945873.9630314,1286748294.76525,2027013696.85767
"552",2018-02-01,"台北市",345064942.996,480324.2525,38714134.7515,960648505
"553",2018-02-01,"台東縣",29204731.7977528,1504486.1835206,8881525.57918673,63213705.1899411
"554",2018-02-01,"台南市",257989214.715556,23012278.3857778,1314576402.78756,1797834248.88889
"555",2018-02-01,"宜蘭縣",66322716.5301954,3751632.3277087,99889953.1465364,219393703.374778
"556",2018-02-01,"花蓮縣",47981123.0474453,1291417.39051095,70945173.3120438,165566332.116788
"557",2018-02-01,"金門縣",8132767.73382145,178218.602975909,1861590.35781767,17645406.2352385
"558",2018-02-01,"南投縣",70953195.4283765,6285733.04047294,77935133.0777626,198915602.546612
"559",2018-02-01,"屏東縣",102884363.858785,53083318.8238916,69733398.5899015,298388526.272578
"560",2018-02-01,"苗栗縣",64036782.9188078,1798009.02363823,350289040.04111,461027954.779034
"561",2018-02-01,"桃園市",361262070.204658,2907151.85250529,1299303067.94637,1938101235.00353
"562",2018-02-01,"高雄市",314103196.991279,16935971.75,1299540436.9564,1969299040.69767
"563",2018-02-01,"基隆市",54467481.4032406,10067.9263222256,13259458.9663711,100679263.222256
"564",2018-02-01,"連江縣",1838260.63438695,1875.29776525065,518988.656533119,4688244.41312664
"565",2018-02-01,"雲林縣",85962839.9020173,24710117.2449568,210819852.26513,373264610.951009
"566",2018-02-01,"新北市",556310229.43447,2015130.02692998,410817841.490126,1343420017.95332
"567",2018-02-01,"新竹市",63784479.2080925,631529.497109827,564447030.527938,701699441.233141
"568",2018-02-01,"新竹縣",87183726.3529412,1095789.17647059,533717815.764706,684868235.294118
"569",2018-02-01,"嘉義市",36022765.521488,535543.902033272,5638087.19085028,74381097.5046211
"570",2018-02-01,"嘉義縣",58482276.4267453,15478117.6558505,60645157.4965585,168975083.579154
"571",2018-02-01,"彰化縣",164962650.0491,27892235.5155483,398822744.189853,724473649.754501
"572",2018-02-01,"澎湖縣",11251467.8679201,273419.439247944,3293930.41433608,25794286.7215041
"573",2018-03-01,"台中市",431370930.03672,12379298.2129743,1547888403.47613,2380634271.72583
"574",2018-03-01,"台北市",385678417.451597,570024.264634344,50846164.4053835,1140048529.26869
"575",2018-03-01,"台東縣",27815133.0071393,1732945.74101428,10641369.9409158,67693193.0083703
"576",2018-03-01,"台南市",272482949.015707,25610878.104712,1560584162.5445,2099252303.66492
"577",2018-03-01,"宜蘭縣",67281392.1720017,4566727.7370892,126830483.970977,259473166.880068
"578",2018-03-01,"花蓮縣",44661397.8256881,1559206.10386632,78300821.4688729,179219092.398427
"579",2018-03-01,"金門縣",10258223.1474644,217164.479551297,2332839.04837579,22388090.6753914
"580",2018-03-01,"南投縣",62835674.4586907,7233357.90654627,101091123.5693,219858902.934537
"581",2018-03-01,"屏東縣",121687118.896723,59942973.9029448,91751655.3670676,360234218.166736
"582",2018-03-01,"苗栗縣",79679945.0746433,1961707.55433589,442711237.188803,576972810.098793
"583",2018-03-01,"桃園市",329129353.561822,2973371.50542299,1638785141.25813,2287208850.32538
"584",2018-03-01,"高雄市",428771069.949398,18546728.1253012,1588185613.67711,2440358963.85542
"585",2018-03-01,"基隆市",50486167.1462751,10615.2580206634,16612878.8023382,106152580.206634
"586",2018-03-01,"連江縣",2320366.44989293,2164.01627408994,560480.214989293,5410040.68522484
"587",2018-03-01,"雲林縣",99213514.9040512,29472908.7164179,256208264.221748,447916545.842218
"588",2018-03-01,"新北市",603694198.308008,2147286.27446954,479918482.343943,1533775910.33539
"589",2018-03-01,"新竹市",76207094.9918107,731978.500454959,646906332.513194,813309444.949955
"590",2018-03-01,"新竹縣",84881936.146789,1336104.55045872,631112914.12844,785943853.211009
"591",2018-03-01,"嘉義市",38540039.0263605,522199.551445578,6274955.26573129,85606483.8435374
"592",2018-03-01,"嘉義縣",70338363.6187845,18323615.4404822,79248588.5183325,209652350.577599
"593",2018-03-01,"彰化縣",178577157.304756,30786183.0510863,508144976.427481,864780422.783324
"594",2018-03-01,"澎湖縣",13926162.998637,320327.634029986,3866581.03702862,32356326.6696956
