"total.price.NTD.1","The.villages.and.towns.urban.district","land.sector.position.building.sector.house.number.plate","day","busfar","convifar","all_post_office","all.police.station.far","schoolfar","hospital.far","materials","guard"
106564.364876385,"新店區","新北市新店區北宜路二段３５５－３號二樓",7387,2600,4000,5600,3800,7900,5400,3,1
110762.800417973,"新店區","新北市新店區北宜路二段３５９－１號十一樓",7405,2600,6200,5600,3800,7900,5400,3,1
87650.9544215037,"土城區","新北市土城區中州路３巷３１弄４號四樓",14608,4200,6100,5500,3800,3600,4300,3,0
165771.047060739,"新店區","新北市新店區華城路４２號四樓",-63,3900,6600,5500,4300,6000,5700,3,0
172456.270017246,"新店區","新北市新店區華城路４８號三樓",-61,3900,6600,5500,4300,6500,5700,3,0
181874.756903928,"板橋區","新北市板橋區四川路二段２５１號二十樓",4724,2900,5700,5500,2600,3200,4500,1,1
87404.0982810527,"汐止區","新北市汐止區樟樹二路２７７巷１６號９樓之２",9671,3700,3900,5400,3400,3000,4500,3,1
89252.7391357873,"汐止區","新北市汐止區康寧街７５３巷２６號１２樓",14363,3700,3900,5400,3400,2900,4400,3,1
149401.160637116,"汐止區","新北市汐止區樟樹二路２７７巷４號２樓",9697,3700,5600,5400,650,3100,4500,3,1
48399.1064780342,"三峽區","新北市三峽區中正路三段７０巷８１號",14827,5700,4400,5300,5000,4900,5500,4,0
69815.6430675248,"汐止區","新北市汐止區伯爵街４８號２樓",8601,3600,3800,5300,3300,2900,4400,3,1
92666.2362814719,"新店區","新北市新店區竹林路７０號十二樓",49,2100,6000,5300,3300,7400,5200,3,0
93996.1265332473,"新店區","新北市新店區竹林路７０號六樓",-494,2100,6000,5300,3300,7400,5200,3,0
99663.6352310951,"板橋區","新北市板橋區和平路安樂巷４４弄１０號二樓",13402,2800,4900,5300,3000,3900,4600,3,0
191661.303010799,"三重區","新北市三重區如意街３７號五樓",5642,3600,5000,5300,5100,3500,5500,3,1
79259.4735319641,"汐止區","新北市汐止區新臺五路一段２３之１號１４樓",9619,3500,3700,5200,3300,2700,4300,3,1
120423.892100193,"新店區","新北市新店區永安街８３巷１９－１號七樓",10715,5000,7600,5200,4700,5200,4400,3,1
41121.0907910399,"三芝區","新北市三芝區芝麻五街２６號",9270,5700,5000,5100,5100,5100,12000,3,1
57314.8015474996,"淡水區","新北市淡水區崁頂三路１４３號六樓",8449,5100,5700,5100,4900,4500,9600,3,1
76531.4610854158,"淡水區","新北市淡水區山子邊１６巷４３號",14463,7500,5000,5100,6300,5500,9000,4,1
79365.0793650794,"土城區","新北市土城區南天母路１１１巷１之６號地下二層",11289,3700,5600,5100,3500,3100,3800,3,0
151756.844147446,"新莊區","新北市新莊區福前街３２５號六樓",3155,6700,3600,5100,2900,3300,6800,3,1
71428.5714285714,"三峽區","新北市三峽區溪東路４７３巷３０號",14767,4500,4400,5000,4600,4300,7900,4,0
75039.8256057684,"淡水區","新北市淡水區坪頂路２８２號",9259,5700,4200,5000,4800,4300,4300,3,1
79772.7272727273,"三重區","新北市三重區重新路五段６１３巷２８號四樓",16085,6800,3900,5000,4400,8000,4500,3,0
87784.7821278478,"汐止區","新北市汐止區大同路一段２３９號十二樓",3577,3900,3700,5000,3800,2500,4100,3,1
87918.9077368639,"淡水區","新北市淡水區坪頂路３００號十四樓",9248,3800,4200,5000,4900,4300,4300,3,1
100310.559006211,"新店區","新北市新店區安和路三段１２０巷２號四樓",16641,4900,4000,5000,4600,5100,5000,3,0
107730.746619635,"土城區","新北市土城區中州路７２號十二樓",6389,5200,6900,5000,3900,5300,5100,3,1
117300,"汐止區","新北市汐止區康寧街７４９號十三樓之２",4812,3300,3500,5000,3000,2600,4100,3,1
120914.691448261,"汐止區","新北市汐止區康寧街７４９號十六樓之１",4807,3300,3500,5000,3000,2600,4100,3,1
132653.06122449,"土城區","新北市土城區中央路四段５４巷３號十四樓",8374,3500,5400,5000,3000,2800,3500,3,1
176865.935620799,"新店區","新北市新店區安和路二段２０３號",9823,4100,3800,5000,4200,4800,3900,3,1
100284.138392111,"新店區","新北市新店區安興路８５之３８號二樓",5226,4000,3900,4900,4100,3500,3900,3,1
110721.036997029,"中和區","新北市中和區國光街１１２巷２３弄１３號三樓",14821,4100,3700,4900,4100,3900,4100,3,0
113328.012769354,"新店區","新北市新店區北宜路二段１１７之１號三樓",7868,1900,5600,4900,3100,1300,4800,2,1
120329.67032967,"新店區","新北市新店區安興路８５之３２號六樓",5312,4700,3900,4900,4100,4600,3900,3,1
126413.070385345,"林口區","新北市林口區文化北路二段６０６號",-142,4000,1500,4900,3700,2300,2400,3,1
94204.9671709963,"新店區","新北市新店區安興路１０５號二樓之７",2288,4500,3700,4800,3900,3900,3700,3,1
113357.264311355,"新店區","新北市新店區安興路１２７之６號三樓",2304,4000,3900,4800,3900,3900,3700,3,1
121811.952797868,"新店區","新北市新店區安興路１２７之１３號二樓",2304,4000,3900,4800,3900,3900,3700,3,1
141405.484818805,"中和區","新北市中和區民德路４７號二樓",9891,4000,3700,4800,4100,4300,4000,3,1
64804.1729290072,"淡水區","新北市淡水區崁頂五路２７９巷２０號五樓",-155,5200,5400,4700,4600,4200,9300,3,1
65627.7827248442,"淡水區","新北市淡水區崁頂五路２７９巷１６號七樓",-213,5200,5400,4700,4600,4200,9300,3,1
66362.3595505618,"淡水區","新北市淡水區崁頂五路２７９巷２０號十一樓",-186,5200,5400,4700,4600,4200,9300,3,1
71280.9917355372,"淡水區","新北市淡水區崁頂五路２７９巷１０號七樓",-179,5200,5400,4700,4600,4200,9300,3,1
72947.3847586528,"淡水區","新北市淡水區新市五路一段１５２號八樓",2648,5100,5700,4700,4500,4100,9700,3,1
100256.519880291,"新店區","新北市新店區永安街９０號二樓",11181,5000,3700,4700,4400,5400,4700,3,1
111789.669806438,"汐止區","新北市汐止區樟樹一路１７１號３樓",10107,3000,3200,4700,2700,2100,3800,3,1
116814.159292035,"新莊區","新北市新莊區新樹路６０９之１３號十三樓",5702,2600,5200,4700,6400,6400,2200,3,1
146208.49165703,"三重區","新北市三重區富華街１５０號三樓",18872,3000,5500,4700,3900,2900,4900,4,0
65712.6502575844,"鶯歌區","新北市鶯歌區鳳吉四街５９號四樓",-833,4700,3200,4600,4700,4500,4600,3,1
74712.0008947545,"淡水區","新北市淡水區新市三路一段６８號二十樓",1271,5000,6100,4600,4400,4000,10000,3,1
78501.9805545553,"樹林區","新北市樹林區佳園路一段４１巷７號十三樓",-449,4200,4900,4600,4400,3600,3600,3,1
80677.6926179911,"新店區","新北市新店區永業路８１巷４０號四樓",14502,3000,5700,4600,3400,6200,4800,3,1
81198.1234211476,"樹林區","新北市樹林區佳園路一段４１巷５號十二樓",-734,4200,4900,4600,4400,3600,3600,3,1
88547.3226965166,"淡水區","新北市淡水區新市三路一段１４０號十九樓",1261,5000,6100,4600,4400,4000,10000,3,1
221865.811280406,"五股區","新北市五股區水碓五路２號",1714,3300,1700,4600,2200,2100,2200,3,1
73733.7037828596,"淡水區","新北市淡水區新市五路三段２６６號十六樓",1688,4900,4200,4500,4300,3500,8100,3,1
74832.1778364697,"新莊區","新北市新莊區萬壽路一段２１巷２１號四樓",15451,3700,5000,4500,6200,5900,3100,3,0
76325.2844851513,"淡水區","新北市淡水區崁頂五路１６５巷１３號三樓",2053,4900,5200,4500,4400,4000,9100,3,1
78104.6602447279,"土城區","新北市土城區承天路９２之６號四樓之二",8658,3100,5000,4500,2800,2500,3100,3,1
85524.784733535,"汐止區","新北市汐止區樟樹一路２２６巷３弄５號五樓",15124,2800,3000,4500,2500,2000,3600,3,0
86474.5011086474,"淡水區","新北市淡水區新市五路三段２８８號二十六樓",1673,4900,4200,4500,4300,3500,8100,3,1
101983.757156171,"新莊區","新北市新莊區新崑路１３９號二樓",1758,3200,5200,4500,5900,6300,2800,3,1
117310.938920393,"三重區","新北市三重區光復路二段８０號十樓之三",8250,6300,3400,4500,3900,5400,3000,3,1
122334.293948127,"新莊區","新北市新莊區新崑路１１９號十樓",1807,3800,270,4500,5900,5800,2800,3,1
129185.057595005,"汐止區","新北市汐止區大同路一段３３７巷５號",13375,2900,3100,4500,2600,2000,3600,3,0
129230.769230769,"三重區","新北市三重區仁愛街３１５巷６６號三樓",16363,2300,3000,4500,3500,2100,3100,3,0
163161.711385062,"新莊區","新北市新莊區福前街３２３號十樓",3169,6800,3600,4500,2900,3300,6800,3,1
167969.205645632,"新莊區","新北市新莊區福美街１７２巷６６號九樓之五",1211,6700,3500,4500,2800,3200,6700,3,1
79068.5550438787,"新莊區","新北市新莊區中正路９２９巷９號四樓",12519,3600,4900,4400,6200,5800,3000,3,0
101738.310200782,"汐止區","新北市汐止區樟樹二路１０６巷１號１２樓",10016,2700,2900,4400,2400,1800,3400,3,1
69952.6474386569,"淡水區","新北市淡水區新市三路二段１９５號十七樓",1556,4700,4100,4300,4100,3400,8000,3,1
70049.8132004981,"淡水區","新北市淡水區新市三路二段２０５號八樓",1503,4700,4100,4300,4100,3400,8000,3,1
70153.777079358,"淡水區","新北市淡水區新市三路二段２７１號二十樓",1449,4700,4000,4300,4100,3300,7900,3,1
80295.1388888889,"新店區","新北市新店區永業路８１巷１弄３號三樓",15207,2700,5400,4300,3000,3300,4500,3,1
81153.4342970782,"淡水區","新北市淡水區新市三路二段２８５號二十四樓",1547,4800,4000,4300,4100,3300,7900,3,1
81827.3655853631,"淡水區","新北市淡水區新市三路二段２８７號二十五樓",1531,4300,4000,4300,4100,3300,7900,3,1
83476.9495906937,"淡水區","新北市淡水區新市三路二段２６７號二十八樓",1547,4700,4000,4300,4100,3300,7900,3,1
101855.220080029,"汐止區","新北市汐止區水源路二段７２巷６０弄１９號",14849,2500,2300,4300,2300,1900,3300,3,1
104481.83232009,"新莊區","新北市新莊區中正路８９９巷２０號二樓",9106,3500,4700,4300,6000,5700,2900,3,1
115425.775875248,"林口區","新北市林口區文化三路二段３０６號十八樓之五",4400,3000,800,4300,2600,1800,1900,3,1
119670.905011219,"新莊區","新北市新莊區新北大道七段５８６號七樓",6840,3500,5600,4300,6100,5300,3000,3,1
119954.562665657,"淡水區","新北市淡水區中正東路二段１０５巷５號九樓",2667,3100,2800,4300,4100,3500,1500,3,1
124516.441005803,"鶯歌區","新北市鶯歌區鳳五路８７號九樓",794,4400,2900,4300,4300,4200,4400,3,1
185601.799775028,"板橋區","新北市板橋區永翠路３５２號",744,2800,2000,4300,2600,2100,1700,1,1
35256.4102564103,"三芝區","新北市三芝區淺水灣街１４之６號二樓",9242,4800,4100,4200,4200,4300,11200,3,1
41785.9187178019,"三芝區","新北市三芝區淺水灣街９之１３號六樓",9217,4800,4100,4200,4200,4300,11200,3,1
44160.9421000981,"三芝區","新北市三芝區淺水灣街９之２號二樓",9194,4800,4100,4200,4200,4300,11200,3,1
58947.3684210526,"土城區","新北市土城區承天路８１之５號五樓",10850,2800,4700,4200,2600,2200,2800,3,0
64000,"土城區","新北市土城區承天路８１之３號",10850,2800,4700,4200,2600,2200,2800,3,0
65478.657273104,"淡水區","新北市淡水區新市三路一段１３０號二十樓",1276,5000,6100,4200,4400,4000,10000,3,1
81664.9104320337,"汐止區","新北市汐止區秀山路１４１號",9270,3000,2800,4200,2800,3000,3500,3,1
100529.100529101,"土城區","新北市土城區大暖路６６號",17015,3300,5200,4200,2900,2600,3400,4,0
108794.541319181,"土城區","新北市土城區金安街４６號七樓",9650,3500,5300,4200,3000,3200,3500,3,1
168886.001948685,"汐止區","新北市汐止區樟樹一路１巷３２號６樓",8875,2500,2700,4200,2200,1600,3200,3,1
188135.960164538,"新店區","新北市新店區華城路３８號",-97,2600,5300,4200,3000,5200,4400,3,0
100926.257805278,"汐止區","新北市汐止區新臺五路一段９７號五樓",2838,2300,2100,4100,2100,1000,3100,2,1
100932.176149148,"汐止區","新北市汐止區新臺五路一段９７號五樓之１",2838,2300,2100,4100,2100,1000,3100,2,1
108719.286801479,"樹林區","新北市樹林區新興街３７巷１２弄２４號",12079,3700,4400,4100,3900,3100,3100,3,0
109311.740890688,"林口區","新北市林口區文化三路二段３５６號三樓",2968,2800,700,4100,2500,1600,1700,1,1
136782.357867312,"新莊區","新北市新莊區龍安路３１號三樓",1134,3300,4600,4100,5800,5500,2400,1,1
160364.407837264,"三重區","新北市三重區重新路五段４８１號四樓之五",1242,6000,3000,4100,3400,7100,3600,3,1
70401.8773833969,"五股區","新北市五股區西雲路２５２巷３號五樓",13406,2900,2400,4000,2100,2100,2100,3,0
86267.6056338028,"新莊區","新北市新莊區天祥街１０７巷３３號三樓",15356,3200,4400,4000,5700,4800,2600,3,0
86784.7315317858,"淡水區","新北市淡水區濱海路二段２０２巷２３號八樓",2846,4400,3800,4000,3800,3000,7700,3,1
103788.920845317,"淡水區","新北市淡水區中正東路二段１２５號二樓之１",7857,4800,2900,4000,4100,3600,2700,3,1
105407.399599452,"淡水區","新北市淡水區淡金路６號十三樓之３",5484,2300,2000,4000,3300,2700,2700,3,1
109938.434476693,"淡水區","新北市淡水區八勢一街６３巷５８號三樓",5014,4500,2500,4000,3800,3200,2000,3,1
123233.819507748,"淡水區","新北市淡水區濱海路三段５９１號十三樓",1177,4400,4400,4000,3800,3400,8900,3,1
47682.6244516498,"鶯歌區","新北市鶯歌區湖山路６７巷３號",14354,4000,2500,3900,3900,3800,4900,4,0
76620.8251473477,"淡水區","新北市淡水區濱海路二段２０２巷５號六樓",3211,4300,3700,3900,3700,2900,7600,3,1
101554.107283535,"五股區","新北市五股區成洲一路２３號三樓",2733,2900,2500,3900,2200,2100,2200,3,1
111959.287531807,"三重區","新北市三重區中興北街１５０巷８號二樓",10149,4500,2700,3900,3100,4300,2800,3,1
120893.561103811,"中和區","新北市中和區莒光路１２０巷１７弄９號二樓",15626,4100,3700,3900,4100,4000,4100,3,0
125336.322869955,"新莊區","新北市新莊區中正路新生巷４９號",15570,3100,4300,3900,5600,5200,2300,3,0
129637.907912383,"板橋區","新北市板橋區民族路１８６號六樓",11299,950,3100,3900,2100,1700,3000,3,1
151697.44206727,"新莊區","新北市新莊區福美街９０巷９號四樓",3272,6100,2900,3900,2600,2600,6100,3,1
171250.210899275,"新莊區","新北市新莊區福前街６３巷２０號九樓",2189,6100,8700,3900,2300,2600,6100,3,1
82204.3465989274,"汐止區","新北市汐止區新臺五路一段７７號４樓之７",10367,2100,4000,3800,1800,1200,2800,2,1
84660.9012289486,"淡水區","新北市淡水區淡金路一段５３７號五樓",5040,2800,900,3800,3700,2600,5000,3,1
86333.1938049393,"林口區","新北市林口區東明一街１２１巷２９號",4905,4400,2900,3800,1400,1500,4200,3,1
87756.3967012053,"新莊區","新北市新莊區天祥街４７巷１２號四樓",15231,3000,4300,3800,5600,5000,2500,3,0
93606.6647945334,"三重區","新北市三重區重新路五段６４８之５８號",5286,5800,2800,3800,3200,7000,3300,3,1
94796.4966512107,"泰山區","新北市泰山區仁愛路７３號五樓",4826,1000,1900,3800,900,900,2400,3,1
101398.064218774,"新莊區","新北市新莊區裕民街５５巷２號二樓",16415,2700,4200,3800,5500,4800,2000,3,0
108126.091657656,"板橋區","新北市板橋區三民路二段３２號九樓",9885,3000,4200,3800,3500,3800,4000,3,1
116662.594673833,"中和區","新北市中和區民享街３２巷１９號五樓",13868,3300,3300,3800,3700,3500,4200,3,0
145215.444879687,"新店區","新北市新店區北宜路一段１２３之７號十二樓",7304,550,4400,3800,1800,84,3600,3,1
146976.221681333,"新莊區","新北市新莊區福美街６２巷３３號十一樓",4070,6100,2900,3800,2400,2600,6100,3,1
163822.52559727,"板橋區","新北市板橋區藝文街２１７號十三樓",491,2500,1600,3800,3000,1800,1100,3,1
198674.705987702,"板橋區","新北市板橋區民族路１８３號十一樓",3714,1100,3400,3800,1800,1500,2700,3,1
48626.2107135798,"林口區","新北市林口區文化北路一段４０６號二樓",2710,1900,1500,3700,950,600,4000,1,0
71670.3165438981,"三重區","新北市三重區中興北街１９５號四樓",10362,6800,2900,3700,3000,8100,2600,3,0
83797.4288242336,"淡水區","新北市淡水區義山路一段４０１巷７０號九樓",3543,4100,3600,3700,3600,2800,7500,3,1
99382.4093135515,"板橋區","新北市板橋區南雅西路二段２之３號五樓",12382,1500,3000,3700,900,700,2500,3,1
123710.475551455,"新莊區","新北市新莊區中央路２１６號十二樓",3539,5600,2800,3700,3500,2100,5600,2,1
160010.240655402,"板橋區","新北市板橋區館前西路２７５號二十一樓之６",6841,1500,3100,3700,1000,800,2500,3,1
174641.983932937,"新莊區","新北市新莊區中原東路１１３號十樓",2675,5900,2700,3700,2400,2400,5900,3,1
177838.577291382,"新莊區","新北市新莊區新北大道四段７３號十四樓",2312,5800,3000,3700,6000,2300,5800,3,1
66945.6066945607,"淡水區","新北市淡水區中正路二段１４０巷６之５號",4991,5200,5100,3600,4100,3500,8000,3,1
81714.1819502452,"土城區","新北市土城區中央路三段２８１巷１１弄１６號九樓",9129,2800,4600,3600,2300,2100,2800,3,1
86705.2023121387,"新莊區","新北市新莊區中正路８７１巷９弄２１號五樓",15336,2800,4000,3600,5300,4600,2100,3,0
90362.8117913832,"林口區","新北市林口區中華一路９５號十二樓",2964,2900,1700,3600,2100,1500,1600,3,1
91741.1814405407,"淡水區","新北市淡水區紅樹林路８２號三樓",502,2400,3000,3600,3500,2900,2700,3,1
93702.7707808564,"新莊區","新北市新莊區龍安路５１０號六樓",8029,1600,2100,3600,5300,5000,1200,3,1
93922.6519337017,"新莊區","新北市新莊區中正路８７１巷９弄１５號二樓",15362,2800,4000,3600,5300,4900,2000,3,0
104712.041884817,"新莊區","新北市新莊區萬安街６７巷９號五樓",15325,2100,4100,3600,5900,4700,1800,3,0
105006.562910182,"淡水區","新北市淡水區淡金路２１號二十樓之７",5090,2100,2200,3600,3400,2900,2400,3,1
107053.820208242,"中和區","新北市中和區中山路三段１３６巷５９號五樓",5064,3400,3000,3600,3400,3200,3800,3,1
116953.218712515,"土城區","新北市土城區中央路三段２８１巷１１弄３號六樓",9130,2800,4600,3600,2300,2100,2800,3,1
118175.372252423,"土城區","新北市土城區中央路三段２８１巷１１弄１８號九樓",9129,2800,4600,3600,2300,2100,2800,3,1
